order_id,order_date,order_time,city,product,category,quantity,price,payment_method,sales_channel
1005.0,2023-10-06,,Pune,Headphones,Electronics,6000.0,6000.0,Cash,Online
1007.0,2024-10-28,,Bangalore,Jeans,Fashion,2400.0,2400.0,UPI,Offline
1011.0,2023-02-17,,Bangalore,Watch,Accessories,2400.0,2400.0,UPI,Online
1012.0,2024-08-18,,Delhi,Bag,Accessories,500.0,500.0,Cash,Offline
1013.0,2023-10-07,,Unknown,Shoes,,2400.0,2400.0,UPI,Online
1014.0,2024-02-29,,Chennai,Watch,,1000.0,1000.0,Cash,Online
1016.0,2024-09-03,,Hyderabad,Bag,Accessories,2400.0,2400.0,,Offline
1019.0,2023-02-03,,Hyderabad,Shoes,,2000.0,2000.0,Card,Offline
1021.0,2023-05-20,,Pune,Tablet,Electronics,20000.0,20000.0,,Online
1022.0,2024-06-05,,Unknown,T-Shirt,Fashion,2000.0,2000.0,,Online
1023.0,2024-07-01,,Chennai,Laptop,,500.0,500.0,Card,Online
1025.0,2024-05-30,,Bangalore,Laptop,,2400.0,2400.0,Card,Online
1028.0,2023-02-07,,Mumbai,Watch,Accessories,50000.0,50000.0,Cash,Online
1030.0,2023-12-26,,Delhi,Headphones,Electronics,6000.0,6000.0,Cash,Online
1032.0,2024-07-30,,Bangalore,Shoes,Fashion,2400.0,2400.0,Card,Offline
1033.0,2024-06-12,,Bangalore,Watch,Accessories,2400.0,2400.0,UPI,Offline
1037.0,2023-04-21,,Bangalore,Shoes,,50000.0,50000.0,,Offline
1038.0,2023-06-10,,Hyderabad,Bag,Accessories,2400.0,2400.0,Cash,Offline
1039.0,2024-06-15,,Unknown,T-Shirt,Fashion,2400.0,2400.0,UPI,Offline
1044.0,2024-08-20,,Pune,Bag,Accessories,1000.0,1000.0,UPI,Offline
1045.0,2023-06-16,,Bangalore,Bag,Accessories,2400.0,2400.0,,Online
1046.0,2023-12-06,,Chennai,Watch,,24000.0,24000.0,,Online
1047.0,2023-07-08,,Bangalore,Laptop,,1000.0,1000.0,UPI,Online
1048.0,2024-03-27,,Unknown,T-Shirt,Fashion,2400.0,2400.0,,Offline
1049.0,2023-07-06,,Pune,T-Shirt,Fashion,2400.0,2400.0,,Offline
1050.0,2023-10-28,,Unknown,Tablet,Electronics,2400.0,2400.0,UPI,Offline
1052.0,2024-09-21,,Delhi,Tablet,Electronics,20000.0,20000.0,Cash,Offline
1053.0,2024-07-07,,Mumbai,Tablet,Electronics,2400.0,2400.0,Cash,Offline
1054.0,2023-08-23,,Mumbai,Bag,Accessories,2400.0,2400.0,,Online
1056.0,2023-04-27,,Hyderabad,Watch,,500.0,500.0,,Online
1062.0,2023-05-03,,Bangalore,Laptop,Electronics,2400.0,2400.0,Card,Offline
1063.0,2023-04-17,,Pune,Laptop,Electronics,20000.0,20000.0,Card,Online
1065.0,2024-10-24,,Hyderabad,Jeans,Fashion,2400.0,2400.0,Cash,Online
1067.0,2023-12-29,,Hyderabad,T-Shirt,Fashion,2400.0,2400.0,Card,Offline
1071.0,2023-03-28,,Chennai,Bag,Accessories,2400.0,2400.0,UPI,Online
1072.0,2023-02-12,,Bangalore,Watch,Accessories,2400.0,2400.0,Cash,Online
1073.0,2023-05-21,,Unknown,T-Shirt,Fashion,500.0,500.0,Cash,Offline
1076.0,2024-08-02,,Unknown,Unknown,,500.0,500.0,UPI,Online
1081.0,2023-08-24,,Chennai,Watch,,2400.0,2400.0,Card,Offline
1082.0,2023-04-21,,Pune,T-Shirt,Fashion,2400.0,2400.0,Cash,Online
1083.0,2024-10-15,,Hyderabad,Tablet,Electronics,2400.0,2400.0,Card,Offline
1084.0,2024-09-04,,Unknown,Shoes,,2400.0,2400.0,,Offline
1087.0,2024-06-27,,Chennai,T-Shirt,Fashion,50000.0,50000.0,Card,Online
1089.0,2024-08-14,,Mumbai,Bag,Accessories,2400.0,2400.0,Cash,Offline
1090.0,2024-06-12,,Pune,Watch,Accessories,2000.0,2000.0,Cash,Online
1092.0,2024-10-12,,Mumbai,T-Shirt,Fashion,2400.0,2400.0,Card,Offline
1094.0,2024-04-09,,Mumbai,Bag,Accessories,2400.0,2400.0,,Offline
1096.0,2023-11-18,,Unknown,Laptop,,24000.0,24000.0,Card,Online
1098.0,2023-11-09,,Delhi,Mobile,Electronics,2400.0,2400.0,Cash,Online
1099.0,2024-06-16,,Delhi,T-Shirt,Fashion,2400.0,2400.0,Card,Online
1100.0,2023-05-20,,Bangalore,Laptop,,2400.0,2400.0,,Offline
1107.0,2023-11-17,,Delhi,Shoes,Fashion,2400.0,2400.0,UPI,Offline
1116.0,2024-11-15,,Pune,Mobile,Electronics,24000.0,24000.0,Cash,Online
1117.0,2024-01-05,,Delhi,Shoes,,2400.0,2400.0,Cash,Online
1118.0,2023-07-06,,Mumbai,Watch,Accessories,2400.0,2400.0,,Offline
